ranking,nome_hotel,nota,titulo,texto,data,ano
3,Hotel Refugio da Montanha,5,Super recomendo,Experiência perfeita em gramado. Excelente atendimento desde a recepção até o café da manhã. Várias cortesias inclusas. Ótima localização. Café da manhã super completo. Quarto suíte simples praticamente um quarto de luxo. Chuveiro ótimo. Tudo do bom,Hoje,Hoje
3,Hotel Refugio da Montanha,5,Felicidade e aconchego. Amei,"Hotel maravilhoso, decoração linda, funcionários excelentes, sem exceção. Café da manhã muito bom.Acomodação também maravilhosa, tudo funcionando bem.Boa localização.Ambientes aconchegantes, limpos. Bom astral dos funcionários.",Hoje,Hoje
3,Hotel Refugio da Montanha,5,Experiência muito boa.,"Equipe realmente muito atenciosa, desde a recepção, quanto café da manhã e bar.. Hotel oferece cortesias, chá da tarde, espumantes, música ao vivo no final de tarde. Localização boa, não tão no centro mas da pra ir a pé para a cidade. Gostei bastante.",Hoje,Hoje
3,Hotel Refugio da Montanha,5,"Hotel perfeito, atendimento de toda equipe incrível! Um dos melhores hotéis que me hospedei na vida!","Hotel simplesmente incrível, lindo, aconchegante, Fomos bem recepcionados do início ao fim, chegamos com café da tarde ( que era servido todos os dias e incluído) todos ganhamos cortesia de massagem relaxante nos pés, e foi maravilhosa, em uma sala super relaxante, todas as noites ganhávamos mimos, docinhos nos quartos, a equipe inteira do hotel de uma educação e simpatia sem igual! Café da manhã delicioso, brinquedoteca, e quando fomos embora ainda ganhamos kits de boa viagem com frutinhas e água para a viagem de gramado até Porto Alegre!",12 de jul.,jul.
3,Hotel Refugio da Montanha,5,Excelente!,"Hotel lindo, limpíssimo e todos os funcionários muito eficazes, simpáticos e cordiais! Jr, Ruan, Marcos, Carlos, Leo….infelizmente não lembro o nome de todos mas fica nossa gratidão por tanto respeito e carinho com nossa família!",9 de jul.,jul.
3,Hotel Refugio da Montanha,3,"Atendimento ótimo, porém com alguns percalços !","Hotel novo, lindo, estrutura impecável, funcionários super atenciosos.  Mas quanto a minha hospedagem no  Hotel Refúgio da Montanha …  Paguei um valor alto na hospedagem, que com certeza pagaria qualquer outra viagem internacional, mas paguei, pelo fato de que seria muito bem atendida.  Apesar dos esquecimentos de reposição de sabonetes, shampoos e toalhas de banho… Na noite do dia 27/06/22, às 21:00hrs cansados de um dia de passeio, qdo fui pedir o jantar para três pessoas, recebi a notícia da recepção de que não tinha ninguém na cozinha para preparar devido a uma confraternização deles fora do Hotel. Ficamos extremamente chateados e com fome, afinal eu nunca ia imaginar isso.  Ou o certo, seria que o Hotel Refúgio da Montanha, se programasse e não deixasse o hóspede",7 de jul.,jul.
3,Hotel Refugio da Montanha,5,Hotel maravilhoso!,"Lugar incrível e atendimento excelente! Nossa estadia foi ótima. Profissionais muito atenciosos, café da tarde e da manhã maravilhosos! Parabéns e continuem assim! Recomendamos muito e esperamos voltar!",3 de jul.,jul.
3,Hotel Refugio da Montanha,5,estadia,"Estadia maravilhosa, capricham em todos os detalhes. Desde a recepção, até a saída… O café da manhã é divino, bastante opções e delicioso. Tem dispenser de água quente para os hóspedes, a vontade. Ótimo para chás  e mates . Eu que tomo muito chá, foi perfeito  Meu pet foi super mimado, eles disponibilizam cama, tapete higiênico , comedouro e ele ainda ganhou biscoitos de petisco   😍",2 de jul.,jul.
3,Hotel Refugio da Montanha,5,Maravilhosa estadia em Gramado-RS,"Hotel muito aconchegante e confortável com uma equipe extremamente atenciosa e prestativa. Minha esposa e eu adoramos tudo!  Delicioso e bastante completo café da manhã; quarto excelente com ótima cama, calefação, ar condicionado e banheiro com uma ducha relaxante. Tudo muito limpo e com atenção aos mínimos detalhes! Só temos elogios ao hotel e a todos funcionários! Nossa estadia foi perfeita e pretendemos voltar muito em breve! ",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Final de semana do casamento.,"Tudo 100% desde a reserva até a nossa saída, tudo impecável e o atendimento de todos foi perfeito. Comida, café, café e limpeza nota 10. Nos sentimos muito amados por todos, foi o final de semana do nosso casamento, e com toda certeza o hotel Refugio da Montanha faz parte do nosso conto de fadas do dia mais importante das nossas vidas. Obrigado toda equipe. Voltaremos em breve.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Excelente e aconchegante !,"Perfeito !  Tratamento personalizado , cordialidade , boa vontade dos colaboradores num ambiente muito acolhedor , quarto grande com aquecedor chuveiro quente e forte ,café da manhã bem diversificado e com inúmeros “ mimos “ desde a chegada . Espumante , massagem , mensagens positivas acompanhadas de docinhos, biscoitinhos …muito agradável ! Ah sem esquecer do delicioso chá da tarde cortesia todos os dias com uma torre de doces e salgados ! Quando pensei que tinha acabado ainda recebi um kit viagem desejando um bom retorno  Estacionamento grátis no hotel . Adoramos e recomendamos !!!",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Melhor Aniversário Refúgio da Montanha,"Perfeita. Será minha nova tradição de aniversário, já é a 2° vez que nos hospedamos e toda estadia e atendimento foram impecável. Recomendo, voltarei com certeza, não existe visita a gramado sem se hospedar no Hotel Refúgio da Montanha. Em especial o recepcionista Marcelo que nos recebeu com todos o carinho e atenção, obrigada Marcelo! Algumas fotos para ajudar, pois levo muito em consideração as avaliações antes de me hospedar para não ter erro.  No Hotel Refúgio da Montanha você será mimada com o melhor café da manhã, chá da tarde, recebida com brinde de espumante, músicas ao vivo nos finais de semana, avisos da temperatura para o dia seguinte, brindes na saída e ainda são amigos do PET ❤️🐶.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Excelente escolha para descansar em Gramado,"Excelente opção de estadia em Gramado!  Quarto silencioso, com ótimo sistema de isolamento e black out, camas bastante confortáveis e chuveiro excelente. Limpeza muito bem feita! Localização também nuito boa, uma pequena caminhada ( 15 min) e estaremos próximos do centro e algumas atrações principais da cidade. Atendimento extremamente cordial, em especial, pessoal da recepção, muito prestativos e acolhedores além de honestos,  esquecemos a carteira na recepção que foi prontamente devolvida . Uma pequena ressalva para alguns pratos da cozinha ( Caldo verde- não recomendo, Lanches vieram 2 vezes com pão endurecido..))  Mas recomendo Hotel! Ótima escolha.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Excelente qualidade,"Excelente qualidade, muito receptivos, solícitos, cidade encantadora.  O mimo de cada dia(um bombom, biscoitinho) com uma frase motivacional e a temperatura do dia seguinte fizeram a diferença na estadia, muito obrigada pelo cuidado!  Amamos o chá da tarde também, muito farto e gostoso.  Indicamos muito e voltaremos, com certeza!   Agradecemos também o kit de boa viagem, muito cuidadosos e caprichosos! :)   Sugestão: Ter uma sinalização mais visível das escadas e a garrafa de água do quarto não ser apenas de abridor, pois nem sempre é prático.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Muito bom,Excelente atendimento. Profissionais comprometidos que proporcionaram momentos muito agradáveis. Café da manhã maravilhoso e chá da tarde surpreendentes. Quartos e bistrô tudo nota dez!! Parabéns!! Pretendemos retornar.,jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Excelente,"Atendimento excepcional, proporciona café da manhã e chá da tarde completos, além de bistrô onde durante nossa estadia ofereceu música ao vivo. O hotel possui uma infraestrutura maravilhosa e boa localização.",jun. de 2022,2022
3,Hotel Refugio da Montanha,3,O hotel é bom mas pelo preço eu esperava mais,"Eu havia comprado na 123milhas a suíte com hidromassagem, porém por erro do site, cancelamento em cima da data, tive que reservar a Grand suíte que é o quarto mais caro do hotel... o quarto é realmente bem bonito, mas a banheira, é menor do que da suíte com hidro, mal cabem 2 pessoas, pelo preço deveriam investir nisso! Além disso, a banheira estava bem suja, quando ligamos saiam bolos de cabelo e fios, foi bem nojento, mas o hotel acabou nos ofertando 1 espumante pelo erro. No outro dia, esqueceram do nosso kit boa noite (eles ofertam esse brinde aos hóspedes). São detalhes pequenos mas que fazem a diferença... os atendentes foram nota 10! Sempre muito gentis, brincalhões... tanto no café, quanto na recepção. Pelo valor, há outros com mais estrutura (como piscina, saunas) e",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Perfeito,"Fomos muito bem recepcionados desde a chegada até a acomodação pelo funcionário Daniel, que nos passou diversas informações sobre o hotel e gastronomia, além de nos servir um delicioso espumante. Quarto extremamente confortável, quentinho, limpo, com roupas de cama de qualidade, saímos e quando voltamos haviam nos deixado alguns mimos. Na saída, ganhamos um kit de viagem composto por duas maçãs e duas águas, achei sensacional o tratamento com o cliente. Enfim, nós amamos a estadia (apesar de termos ficado apenas 1 dia). Recomendo! E obrigada Daniel!",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Aniversário de casamento,"Excelente!!! Superou as nossas expectativas.  Tudo  perfeito,  esmero  de todos  em agradar, indico  e recomendo.  Os mimos deixados no quarto,  os garçons,  a recepção,  tudo  perfeito.  Tivemos  a oportunidade  de nos hospedarmos no Dia dos Namorados,  amamos  todos  os mimos.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,TUDO PERFEITO!,"Cafe da manha, da tarde, janta, quarto,… tudo excelente! Não deu vontade de sair do Hotel. Atendimento impecável, o Daniel, Jeferson, Carlos,… todos atenderam muito bem. O capricho nos detalhes, o carinho e cuidado com tudo fez do nosso dia dos namorados algo especial e inesquecível. Estamos muito gratos, voltaremos e recomendamos a todos que venham. O custo/benefício compensa muito. Até breve.",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Perfeito!,"Lugar perfeito, vista incrível, café da manhã maravilhoso e atendimento excelente. Só elogios pra esse lugar que além de tudo é lindo e nos proporcionou momentos únicos. Fizemos um passeio de bicicleta também, nas proximidades, pois o hotel fica muito bem localizado. Experiência nota mil!",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Maravilhosa ,"Excelente hotel, localização ótima, funcionários receptivos, atenciosos  e educados,  café da manhã excelente com muita qualidade e variedades, os quantos bem limpo, cama confortável, na saída com do hotel com direito a água e lanche para viagem de volta para casa, nota 10 ",jun. de 2022,2022
3,Hotel Refugio da Montanha,5,Cuidado nos mínimos detalhes!!  Não poderia ter escolhido hotel melhor!!,"Hotel aconchegante, atendimento excepcional, chegamos de madrugada e fomos surpreendidos com champanhe de boas vindas e na saída um cuidado especial com um kit boa viagem.  Acomodação impecável, cuidando dos mínimos detalhes. Muito bem localizado!!",mai. de 2022,2022
3,Hotel Refugio da Montanha,5,Ótimo!,"Fomos muito bem acolhidos, excelente atendimento e infraestrutura do hotel! Nota dez em tudo!!! Ótima cidade, muitas opções de restaurante e passeios.  Com certeza, iremos voltar em outra oportunidade!",mai. de 2022,2022
3,Hotel Refugio da Montanha,5,Vale cada momento,"Simplesmente, acolhedor, familiar e perfeito. Me senti em casa completamente , contudo com todos os requintes e facilidades do ambiente hoteleiro.  Equipe de funcionários de excelência. O café da manhã e o chá da tarde eram um passeio de sabores e guloseimas que ENCHIAM OS OLHOS e que são realmente divinos. Dignos de serem devidos em casamentos. Parabéns.",mai. de 2022,2022
